,Comments,Label
199,"""জীবন হতাশায় পূর্ণ এবং আমি আপনাকে কেবল তালিকায় যুক্ত করেছি।""",1.0
200,"“আমি গরম জগাখিচুড়ি না।আমি একটি মশলাদার বিপর্যয়। """,1.0
201,"""তারা বলে যে ভাল জিনিস সময় নেয় ... এ কারণেই আমি সবসময় দেরি করি” """,1.0
202,"""যে কেউ গড় আয়ু 75৫ বছর বয়সী, তিনি যখন ২৯ বছর বয়সে বিয়ে করবেন?""",1.0
203,"ওহ, আপনি আপনার কাজ ঘৃণা?আপনি কেন তাই বললেন না?এর জন্য একটি সমর্থন গ্রুপ আছে।একে সবাই বলা হয় এবং তারা বারে মিলিত হয়।",1.0
204,সমস্ত পুরুষ বিরক্তিকর হয় না।কিছু মারা গেছে।,1.0
205,আপনি যদি এখানে থাকেন তবে কে নরক চালাচ্ছে?,1.0
206,আমি যখন কাউকে সত্যিই সেক্সি আলিঙ্গন করতে যাই তখন আমি এটিকে ঘৃণা করি এবং আমার মুখটি আয়নায় ঠিকঠাক হয়ে যায়।,1.0
207,"আমি শপথ করছি যে আমি মিথ্যা বলছিলাম না, আমি আবার আমার মুখের সাথে কথাসাহিত্য লিখছিলাম।",1.0
208,আপনি নাচ করতে চান?না?আপনি অবশ্যই আমাকে ভুল করে ফেলেছেন।আমি বললাম আপনি এই প্যান্টে চর্বি দেখছেন।,1.0
209,আমি পুরোপুরি গোপনীয়তা রাখতে পারি।কে আমি তাদের বলি যে তারা কে করতে পারে না।,1.0
210,তুমি কি স্বর্গ থেকে পড়েছ?আপনার মুখটি একরকম মজাদার দেখায়।,1.0
211,"আমি যদি আপনাকে মিস করার প্রতিশ্রুতি দিই, আপনি কি সত্যিই অনেক দূরে চলে যাবেন?",1.0
212,আপনি কি এমন লোকদের ঘৃণা করেন না যারা কেবল নিজেকে দৃ res ়প্রত্যয়ী দেখানোর জন্য বড় শব্দ ব্যবহার করেন?,1.0
213,আমার পরামর্শ নিন - এটি আমি যথেষ্ট বোবা পছন্দ করি না।,1.0
214,"হালকা শব্দের চেয়ে দ্রুত ভ্রমণ করে, এ কারণেই আপনার মতো লোকেরা উজ্জ্বল প্রদর্শিত হয় - যতক্ষণ না তারা মুখ খোলে।",1.0
215,যদি প্রথমে আপনি সফল না হন তবে ইতিমধ্যে চেষ্টা করা বন্ধ করুন।আপনি সম্ভবত বোবা,1.0
216,"আপনার সাথে কি খারাপ কিছু ঘটেছে, বা আপনি কি স্বাভাবিকভাবেই কোনও ব্যক্তির এই ভয়ানক?",1.0
217,"আমার ছেলে আমাকে জিজ্ঞাসা করেছিল যে এটি বিবাহিত হতে পছন্দ করে তাই আমি তাকে আমাকে ছেড়ে যেতে বলেছিলাম।তিনি যখন করেছিলেন, আমি জিজ্ঞাসা করলাম কেন তিনি আমাকে উপেক্ষা করছেন।",1.0
